UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_roll_mean,Process temperature [K]_roll_mean,Rotational speed [rpm]_roll_mean,Torque [Nm]_roll_mean,Tool wear [min]_roll_mean,Air temperature [K]_roll_std,Process temperature [K]_roll_std,Rotational speed [rpm]_roll_std,Torque [Nm]_roll_std,Tool wear [min]_roll_std,Air temperature [K]_roll_var,Process temperature [K]_roll_var,Rotational speed [rpm]_roll_var,Torque [Nm]_roll_var,Tool wear [min]_roll_var,Air temperature [K]_lag1,Process temperature [K]_lag1,Rotational speed [rpm]_lag1,Torque [Nm]_lag1,Tool wear [min]_lag1,Air temperature [K]_lag2,Process temperature [K]_lag2,Rotational speed [rpm]_lag2,Torque [Nm]_lag2,Tool wear [min]_lag2
2282,L49461,L,299.3,308.7,1536,38.9,94,0,0,0,0,0,0,299.32,308.66,1487.3,42.46,82.4,0.0421637021358617,0.0843274042728835,78.91774902460567,8.940817760262355,7.97496081494638,0.0017777777778016,0.0071111111114023,6228.011111110648,79.93822222222276,63.59999999993023,299.4,308.8,1390.0,57.0,92.0,299.4,308.7,1525.0,39.0,90.0
2283,L49462,L,299.4,308.7,1459,47.6,96,0,0,0,0,0,0,299.33000000000004,308.67,1488.4,42.010000000000005,84.9,0.0483045891542256,0.0823272602366458,78.3839552743033,8.504306098807989,7.922541679701061,0.0023333333333585,0.0067777777780724,6144.04444444398,72.32322222222275,62.7666666666005,299.3,308.7,1536.0,38.9,94.0,299.4,308.8,1390.0,57.0,92.0
2284,L49463,L,299.2,308.5,1387,51.1,98,0,0,0,0,0,0,299.32,308.67,1468.2,43.85,87.3,0.0632455532035586,0.0823272602366458,75.55542483648539,8.252979260041021,7.88881064123551,0.0040000000000241,0.0067777777780724,5708.622222221792,68.11166666666723,62.23333333327062,299.4,308.7,1459.0,47.6,96.0,299.3,308.7,1536.0,38.9,94.0
2285,L49464,L,299.2,308.5,1378,53.4,100,0,0,0,0,0,0,299.31,308.66,1454.0,45.82,89.7,0.0737864787374186,0.0966091783094322,78.04129960760544,7.904822719215328,7.717944458637116,0.0054444444444675,0.0093333333336236,6090.444444444037,62.486222222222814,59.56666666660736,299.2,308.5,1387.0,51.1,98.0,299.4,308.7,1459.0,47.6,96.0
2286,L49465,L,299.4,308.7,1381,56.7,102,0,0,0,0,0,0,299.32,308.67,1431.6,47.79,92.1,0.0788810637748121,0.0948683298066059,59.9299591189551,7.917273660940542,7.40045043673767,0.0062222222222459,0.0090000000002949,3591.5999999996293,62.68322222222285,54.76666666661077,299.2,308.5,1378.0,53.4,100.0,299.2,308.5,1387.0,51.1,98.0
2287,M17146,M,299.4,308.7,1289,60.5,104,0,0,0,0,0,0,299.33,308.67,1421.2,48.42,94.5,0.0823272602350086,0.0948683298066059,74.60086386154342,8.696333838016043,6.916164640411683,0.0067777777778028,0.0090000000002949,5565.288888888535,75.62622222222285,47.83333333328087,299.4,308.7,1381.0,56.7,102.0,299.2,308.5,1378.0,53.4,100.0
2288,L49467,L,299.4,308.6,1746,26.8,107,0,0,0,0,0,0,299.34000000000003,308.66,1455.0,46.66,97.0,0.0843274042713136,0.0966091783094322,126.48407892783116,11.06005826787949,6.3944420310798025,0.0071111111111375,0.0093333333336236,15998.22222222182,122.32488888888948,40.88888888883999,299.4,308.7,1289.0,60.5,104.0,299.4,308.7,1381.0,56.7,102.0
2289,M17148,M,299.4,308.6,1541,39.1,109,0,0,0,0,0,0,299.35,308.65,1463.2,47.010000000000005,99.2,0.084983658560044,0.0971825315822255,129.3967198622542,10.721364962851853,6.35609943282468,0.0072222222222501,0.0094444444447302,16743.511111110693,114.94766666666727,40.39999999995421,299.4,308.6,1746.0,26.8,107.0,299.4,308.7,1289.0,60.5,104.0
2290,L49469,L,299.4,308.7,1504,37.8,112,0,0,0,0,0,0,299.35,308.65,1461.1,46.89,101.4,0.084983658560044,0.0971825315822255,128.4492550041093,10.827172607226103,6.61983551322686,0.0072222222222501,0.0094444444447302,16499.211111110697,117.22766666666728,43.82222222217953,299.4,308.6,1541.0,39.1,109.0,299.4,308.6,1746.0,26.8,107.0
2291,M17150,M,299.5,308.7,1321,51.9,114,0,0,0,0,0,0,299.36,308.64,1454.2,46.38,103.6,0.0966091783080879,0.0843274042728236,134.4080024072626,10.410123278168577,6.8019605016956,0.0093333333333639,0.0071111111113922,18065.511111110707,108.37066666666728,46.26666666662706,299.4,308.7,1504.0,37.8,112.0,299.4,308.6,1541.0,39.1,109.0
2292,M17151,M,299.5,308.8,1886,20.9,117,0,0,0,0,0,0,299.38,308.65,1489.2,44.58,105.9,0.1032795558990357,0.0971825315822338,191.51431626208225,13.064863821206377,7.078135347671986,0.010666666666702,0.0094444444447318,36677.733333332864,170.69066666666723,50.09999999996363,299.5,308.7,1321.0,51.9,114.0,299.4,308.7,1504.0,37.8,112.0
2293,L49472,L,299.6,308.9,1422,53.2,120,0,0,0,0,0,0,299.4,308.67,1485.5,45.14,108.3,0.1247219128926359,0.125166555704648,192.51738738213743,13.326098036893226,7.409453421134857,0.0155555555555982,0.0156666666669647,37062.94444444398,177.58488888888948,54.89999999996704,299.5,308.8,1886.0,20.9,117.0,299.5,308.7,1321.0,51.9,114.0
2294,L49473,L,299.5,308.9,1520,38.3,122,0,0,0,0,0,0,299.43,308.71,1498.8,43.86,110.7,0.1059349905473845,0.1286683937720432,189.52736536506208,13.304735998884029,7.587270040445188,0.0112222222222744,0.0165555555558775,35920.62222222173,177.0160000000006,57.566666666637126,299.6,308.9,1422.0,53.2,120.0,299.5,308.8,1886.0,20.9,117.0
2295,L49474,L,299.4,308.8,1627,32.6,124,0,0,0,0,0,0,299.45,308.73999999999995,1523.7,41.78,113.1,0.0707106781190756,0.1074967699789042,188.2457318388787,13.273432110799398,7.622335600062089,0.0050000000000595,0.0115555555558974,35436.45555555503,176.18400000000054,58.09999999997389,299.5,308.9,1520.0,38.3,122.0,299.6,308.9,1422.0,53.2,120.0
2296,L49475,L,299.4,308.7,1512,37.2,126,0,0,0,0,0,0,299.45,308.74,1536.8,39.83,115.5,0.0707106781190756,0.1074967699789042,181.65461733740617,12.229295428055828,7.516648189184946,0.0050000000000595,0.0115555555558974,32998.39999999946,149.55566666666715,56.49999999997733,299.4,308.8,1627.0,32.6,124.0,299.5,308.9,1520.0,38.3,122.0
2297,L49476,L,299.4,308.7,1553,42.7,128,0,0,0,0,0,0,299.45,308.74,1563.2,38.05,117.9,0.0707106781190756,0.1074967699789042,159.4691192676483,9.973882560634738,7.264066813200952,0.0050000000000595,0.0115555555558974,25430.39999999944,99.47833333333377,52.766666666647424,299.4,308.7,1512.0,37.2,126.0,299.4,308.8,1627.0,32.6,124.0
2298,L49477,L,299.3,308.7,1802,26.0,130,0,0,0,0,0,0,299.44,308.75,1568.8,37.97,120.2,0.0843274042714826,0.0971825315825498,167.38830438368112,10.076821588841083,7.067924416371445,0.007111111111166,0.0094444444447933,28018.844444443883,101.54233333333376,49.95555555553963,299.4,308.7,1553.0,42.7,128.0,299.4,308.7,1512.0,37.2,126.0
2299,L49478,L,299.3,308.6,1482,37.6,132,0,0,0,0,0,0,299.42999999999995,308.75,1562.9,37.82,122.5,0.0948683298053174,0.0971825315825498,169.50349062285642,10.06929325556998,6.753599863117338,0.0090000000000504,0.0094444444447933,28731.43333333277,101.3906666666671,45.61111111109853,299.3,308.7,1802.0,26.0,130.0,299.4,308.7,1553.0,42.7,128.0
2300,L49479,L,299.4,308.7,1446,62.9,134,1,0,0,1,0,0,299.42999999999995,308.75,1557.1,40.33,124.7,0.0948683298053174,0.0971825315825498,172.70491854283807,12.817180310470455,6.532823109327879,0.0090000000000504,0.0094444444447933,29826.988888888336,164.28011111111158,42.67777777776838,299.3,308.6,1482.0,37.6,132.0,299.3,308.7,1802.0,26.0,130.0
2301,L49480,L,299.3,308.6,1371,50.5,136,0,0,0,0,0,0,299.41,308.73999999999995,1562.1,40.19,126.9,0.0994428926013929,0.1074967699789042,165.69144683886068,12.68371221510312,6.226288353960203,0.0098888888889321,0.0115555555558974,27453.655555555,160.87655555555605,38.766666666660456,299.4,308.7,1446.0,62.9,134.0,299.3,308.6,1482.0,37.6,132.0
2302,M17161,M,299.2,308.6,1586,35.7,138,0,0,0,0,0,0,299.38,308.72,1532.1,41.67,129.0,0.1135292424396653,0.1135292424409534,121.90292130306676,10.924188248510248,6.055300708194721,0.0128888888889243,0.0128888888892167,14860.322222221688,119.3378888888894,36.666666666663495,299.3,308.6,1371.0,50.5,136.0,299.4,308.7,1446.0,62.9,134.0
2303,L49482,L,299.2,308.5,1515,39.8,141,0,0,0,0,0,0,299.34,308.68,1541.4,40.33,131.1,0.096609178308061,0.1135292424408321,115.97336859047287,10.14692619028598,6.226288353960695,0.0093333333333587,0.0128888888891892,13449.82222222168,102.9601111111116,38.76666666666658,299.2,308.6,1586.0,35.7,138.0,299.3,308.6,1371.0,50.5,136.0
2304,L49483,L,299.2,308.5,1374,53.6,143,0,0,0,0,0,0,299.31,308.64,1526.8,41.86,133.2,0.0875595035772101,0.0966091783093311,127.57638234929225,10.930101148256206,6.356099432828517,0.0076666666666874,0.0093333333336041,16275.7333333328,119.46711111111163,40.40000000000301,299.2,308.5,1515.0,39.8,141.0,299.2,308.6,1586.0,35.7,138.0
2305,L49484,L,299.1,308.5,1455,39.8,145,0,0,0,0,0,0,299.28,308.61,1509.6,42.58,135.3,0.1032795558989503,0.0875595035784945,124.1139261592596,10.480224764341251,6.447221623821596,0.0106666666666844,0.0076666666669123,15404.266666666146,109.83511111111169,41.56666666667277,299.2,308.5,1374.0,53.6,143.0,299.2,308.5,1515.0,39.8,141.0
2306,H31719,H,299.2,308.5,1342,47.5,147,0,0,0,0,0,0,299.26,308.59000000000003,1492.6,43.61,137.4,0.0966091783080215,0.0875595035783989,134.92071746029032,10.39855224965906,6.501281924872658,0.0093333333333511,0.0076666666668956,18203.599999999493,108.1298888888895,42.26666666667593,299.1,308.5,1455.0,39.8,145.0,299.2,308.5,1374.0,53.6,143.0
2307,L49486,L,299.1,308.6,1260,57.8,152,0,0,0,0,0,0,299.23,308.58000000000004,1463.3,45.120000000000005,139.8,0.094868329805136,0.0788810637760647,151.1813113082712,11.308286047555304,7.052186422191787,0.009000000000016,0.0062222222224435,22855.788888888408,127.87733333333398,49.7333333333462,299.2,308.5,1342.0,47.5,147.0,299.1,308.5,1455.0,39.8,145.0
2308,H31721,H,299.0,308.5,1623,33.5,154,0,0,0,0,0,0,299.2,308.56000000000006,1445.4,45.870000000000005,142.2,0.1154700538379785,0.0699205898794821,112.192493311964,10.081451615053624,7.420691791651442,0.0133333333333456,0.0048888888890947,12587.15555555509,101.63566666666736,55.06666666668309,299.1,308.6,1260.0,57.8,152.0,299.2,308.5,1342.0,47.5,147.0
2309,L49488,L,299.1,308.5,1371,55.5,159,0,0,0,0,0,0,299.18,308.55,1434.3,47.66,144.9,0.1135292424395479,0.0707106781200576,113.65058537269002,10.038946381191865,8.171087238959515,0.0128888888888976,0.0050000000001983,12916.455555555103,100.7804444444452,66.76666666668703,299.0,308.5,1623.0,33.5,154.0,299.1,308.6,1260.0,57.8,152.0
2310,L49489,L,299.1,308.6,1611,31.4,161,0,0,0,0,0,0,299.15,308.54,1450.8,44.510000000000005,147.6,0.0849836585599196,0.0516397779512881,126.75943970984994,9.66050953337582,8.617811013632803,0.0072222222222289,0.0026666666668583,16067.95555555508,93.32544444444508,74.26666666669085,299.1,308.5,1371.0,55.5,159.0,299.0,308.5,1623.0,33.5,154.0
2311,M17170,M,299.0,308.4,1535,47.5,163,0,0,0,0,0,0,299.12,308.52000000000004,1467.2,44.21,150.3,0.0788810637746982,0.0632455532047658,125.89395890545498,9.499058432871742,8.80719402912725,0.006222222222228,0.0040000000001768,15849.288888888388,90.23211111111172,77.5666666666947,299.1,308.6,1611.0,31.4,161.0,299.1,308.5,1371.0,55.5,159.0
2312,M17171,M,299.1,308.6,1491,38.5,166,0,0,0,0,0,0,299.11,308.52,1457.7,44.49,153.1,0.0737864787373051,0.0632455532047658,119.3473455460506,9.258563603497068,8.912537984960592,0.0054444444444507,0.0040000000001768,14243.788888888404,85.72100000000063,79.4333333333654,299.0,308.4,1535.0,47.5,163.0,299.1,308.6,1611.0,31.4,161.0
2313,M17172,M,299.1,308.6,1441,36.2,169,0,0,0,0,0,0,299.1,308.53,1450.3,44.13,155.9,0.0666666666667187,0.0674948557724266,117.68229357988292,9.52727663081117,9.085397319021364,0.0044444444444513,0.0045555555557406,13849.122222221751,90.76900000000062,82.54444444448058,299.1,308.6,1491.0,38.5,166.0,299.0,308.4,1535.0,47.5,163.0
2314,M17173,M,299.1,308.8,1725,26.6,172,0,0,0,0,0,0,299.09000000000003,308.56,1485.4,41.43,158.8,0.056764621219822,0.1074967699782986,142.1893885710945,10.336778995412471,9.138441393976956,0.0032222222222298,0.0115555555557672,20217.8222222217,106.84900000000049,83.51111111115148,299.1,308.6,1441.0,36.2,169.0,299.1,308.6,1491.0,38.5,166.0
2315,L49494,L,299.2,308.9,1368,47.2,175,0,0,0,0,0,0,299.1,308.6,1476.7,42.17,161.8,0.0666666666667187,0.1490711985008156,146.84160022131005,10.47112962175314,9.028350409191924,0.0044444444444513,0.0222222222224695,21562.455555555043,109.64455555555608,81.511111111156,299.1,308.8,1725.0,26.6,172.0,299.1,308.6,1441.0,36.2,169.0
2316,L49495,L,299.2,308.9,1526,37.9,177,0,0,0,0,0,0,299.1,308.64,1495.1,41.21,164.8,0.0666666666667187,0.1712697677163633,139.42855597839952,10.36773306412204,8.534895690311266,0.0044444444444513,0.029333333333617,19440.322222221686,107.48988888888935,72.84444444449383,299.2,308.9,1368.0,47.2,175.0,299.1,308.8,1725.0,26.6,172.0
2317,L49496,L,299.2,308.8,1542,39.2,179,0,0,0,0,0,0,299.11,308.66,1523.3,39.35,167.5,0.0737864787373051,0.1776388345938421,112.51572729573556,8.574024077928012,8.303279138057313,0.0054444444444507,0.0315555555558583,12659.788888888332,73.51388888888928,68.9444444444978,299.2,308.9,1526.0,37.9,177.0,299.2,308.9,1368.0,47.2,175.0
2318,L49497,L,299.2,308.8,1605,31.1,181,0,0,0,0,0,0,299.13,308.69,1521.5,39.11,170.2,0.0674948557710901,0.1728840330661603,110.87555586732512,8.786915777955839,7.800284895085677,0.0045555555555602,0.0298888888892212,12293.388888888332,77.20988888888927,60.84444444450177,299.2,308.8,1542.0,39.2,179.0,299.2,308.9,1526.0,37.9,177.0
2319,L49498,L,299.2,308.8,1405,51.4,183,0,0,0,0,0,0,299.14,308.72,1524.9,38.7,172.6,0.0699205898780365,0.1619327706876706,106.16909991978464,7.997360675734098,7.662317607041094,0.0048888888888925,0.0262222222225857,11271.877777777216,63.95777777777815,58.711111111171945,299.2,308.8,1605.0,31.1,181.0,299.2,308.8,1542.0,39.2,179.0
2320,M17179,M,299.2,308.8,1700,33.5,185,0,0,0,0,0,0,299.15,308.74,1533.8,38.91,175.0,0.0707106781186743,0.1577621275505472,117.3321969641917,7.809744625217363,7.378647873730582,0.0050000000000027,0.0248888888892751,13766.844444443874,60.99211111111149,54.44444444450884,299.2,308.8,1405.0,51.4,183.0,299.2,308.8,1605.0,31.1,181.0
2321,H31734,H,299.2,308.8,1440,39.1,188,0,0,0,0,0,0,299.17,308.78000000000003,1524.3,38.07,177.5,0.0483045891539815,0.1032795559009457,121.01244196821476,7.212034695177553,7.090682462065691,0.0023333333333349,0.0106666666670965,14644.011111110549,52.01344444444478,50.27777777784596,299.2,308.8,1700.0,33.5,185.0,299.2,308.8,1405.0,51.4,183.0
2322,M17181,M,299.2,308.8,1314,52.5,193,0,0,0,0,0,0,299.18,308.8,1506.6,39.47,180.2,0.0421637021355962,0.0816496580955595,138.15466373275484,8.541148764787009,7.360555534594519,0.0017777777777792,0.0066666666671217,19086.71111111056,72.95122222222264,54.17777777785,299.2,308.8,1440.0,39.1,188.0,299.2,308.8,1700.0,33.5,185.0
2323,L49502,L,299.2,308.7,1514,41.9,196,0,0,0,0,0,0,299.18999999999994,308.81000000000006,1513.9,40.040000000000006,182.9,0.0316227766017161,0.0567646212238881,136.21832965255734,8.488711458296995,7.73807326004697,0.001000000000002,0.0032222222226914,18555.43333333278,72.0582222222227,59.877777777853936,299.2,308.8,1314.0,52.5,193.0,299.2,308.8,1440.0,39.1,188.0
2324,M17183,M,299.2,308.7,1401,47.0,198,0,0,0,0,0,0,299.2,308.8,1481.5,42.08,185.5,5.1606065823022895e-08,0.0666666666701057,117.70230810537582,7.262659445562818,8.031189202109475,2.663186029730172e-15,0.0044444444449029,13853.833333332816,52.74622222222282,64.50000000007984,299.2,308.7,1514.0,41.9,196.0,299.2,308.8,1314.0,52.5,193.0
2325,L49504,L,299.3,308.8,1636,29.9,201,0,0,0,0,0,0,299.21,308.79,1508.3,40.35,188.1,0.031622776601735,0.0567646212236996,119.48505252866252,7.936728965176217,8.451824260679867,0.0010000000000032,0.00322222222267,14276.67777777724,62.99166666666714,71.43333333341678,299.2,308.7,1401.0,47.0,198.0,299.2,308.7,1514.0,41.9,196.0
2326,L49505,L,299.3,308.8,1603,33.9,203,0,0,0,0,0,0,299.22,308.78,1516.0,39.95,190.7,0.0421637021356164,0.0421637021407706,123.17647683078089,8.171257213210517,8.654478609372555,0.0017777777777809,0.0017777777782156,15172.444444443898,66.7694444444449,74.9000000000871,299.3,308.8,1636.0,29.9,201.0,299.2,308.7,1401.0,47.0,198.0
2327,M17186,M,299.4,308.7,1487,52.6,205,0,0,0,0,0,0,299.24,308.77000000000004,1510.5,41.29,193.3,0.0699205898780239,0.0483045891583901,123.1144454020978,9.082516782869806,8.654478609372767,0.0048888888888908,0.0023333333337608,15157.166666666124,82.49211111111168,74.90000000009078,299.3,308.8,1603.0,33.9,203.0,299.3,308.8,1636.0,29.9,201.0
2328,M17187,M,299.3,308.7,1420,50.3,208,0,0,0,0,0,0,299.25,308.76,1492.0,43.21,196.0,0.0707106781186665,0.0516397779534712,121.22156023854065,8.710842541211413,8.60232526704813,0.0050000000000016,0.0026666666670838,14694.66666666614,75.8787777777785,74.00000000009467,299.4,308.7,1487.0,52.6,205.0,299.3,308.8,1603.0,33.9,203.0
2329,L49508,L,299.3,308.7,1579,36.3,211,0,0,0,0,0,0,299.26,308.75,1509.4,41.7,198.8,0.0699205898780239,0.0527046276733315,119.82598493926984,8.437877563568838,8.456424250900012,0.0048888888888908,0.0027777777781845,14358.26666666612,71.1977777777784,71.51111111120983,299.3,308.7,1420.0,50.3,208.0,299.4,308.7,1487.0,52.6,205.0
2330,L49509,L,299.3,308.7,1484,40.5,213,0,0,0,0,0,0,299.27,308.74,1487.8,42.4,201.6,0.0674948557710711,0.0516397779532743,99.37337000759382,7.95878270982585,8.002777295698483,0.0045555555555576,0.0026666666670634,9875.066666666147,63.342222222222894,64.04444444454711,299.3,308.7,1579.0,36.3,211.0,299.3,308.7,1420.0,50.3,208.0
2331,M17190,M,299.3,308.7,1390,49.3,215,0,0,0,0,0,0,299.28000000000003,308.73,1482.8,43.42,204.3,0.0632455532033857,0.0483045891579691,103.22876429453792,8.140406760243803,7.439384681850437,0.0040000000000022,0.0023333333337201,10656.177777777264,66.26622222222299,55.34444444455093,299.3,308.7,1484.0,40.5,213.0,299.3,308.7,1579.0,36.3,211.0
2332,L49511,L,299.3,308.6,1384,53.6,218,1,0,0,0,1,0,299.29,308.71,1489.8,43.53,206.8,0.0567646212197807,0.0567646212229762,92.30601280523103,8.282920848214026,7.420691791657752,0.0032222222222251,0.0032222222225879,8520.399999999476,68.60677777777856,55.06666666677675,299.3,308.7,1390.0,49.3,215.0,299.3,308.7,1484.0,40.5,213.0
2333,L49512,L,299.2,308.5,1378,50.4,220,1,0,0,0,1,0,299.29,308.68999999999994,1476.2,44.38,209.2,0.0567646212197807,0.0875595035790631,98.17648507775024,8.529530402600704,7.420691791657982,0.0032222222222251,0.0076666666670119,9638.622222221717,72.75288888888974,55.06666666678016,299.3,308.6,1384.0,53.6,218.0,299.3,308.7,1390.0,49.3,215.0
2334,L49513,L,299.2,308.5,1445,45.2,222,0,0,0,0,0,0,299.29,308.67,1480.6,44.2,211.6,0.0567646212197807,0.1059349905486659,95.37784508643934,8.486983497620914,7.275529763079125,0.0032222222222251,0.0112222222225459,9096.93333333282,72.02888888888972,52.933333333450186,299.2,308.5,1378.0,50.4,220.0,299.3,308.6,1384.0,53.6,218.0
2335,L49514,L,299.2,308.4,1445,43.5,224,0,0,0,0,0,0,299.28000000000003,308.63,1461.5,45.56,213.9,0.0632455532033857,0.1251665557045744,78.41662238751539,6.878016509947622,7.187179944573225,0.0040000000000022,0.0156666666669463,6149.16666666618,47.30711111111206,51.65555555567559,299.2,308.5,1445.0,45.2,222.0,299.2,308.5,1378.0,50.4,220.0
2336,L49515,L,299.2,308.4,1509,39.4,0,0,0,0,0,0,0,299.27,308.59000000000003,1452.1,46.11,193.6,0.0674948557710711,0.1286683937716975,63.85130295372532,6.006746207390569,68.29543664599238,0.0045555555555576,0.0165555555557886,4076.988888888412,36.08100000000099,4664.266666666759,299.2,308.4,1445.0,43.5,224.0,299.2,308.5,1445.0,45.2,222.0
2337,L49516,L,299.2,308.4,1434,46.8,2,0,0,0,0,0,0,299.25,308.56,1446.8,45.53,173.3,0.0527046276694937,0.1349897115428407,62.82391618200804,5.574953911119987,90.94448856307932,0.0027777777777799,0.0182222222224193,3946.844444443972,31.080111111112046,8270.900000000065,299.2,308.4,1509.0,39.4,0.0,299.2,308.4,1445.0,43.5,224.0
2338,L49517,L,299.2,308.4,1877,23.9,4,0,0,0,0,0,0,299.24,308.53,1492.5,42.89,152.9,0.0516397779494559,0.1337493509855219,148.6945041202096,8.531829294536537,104.20860489102311,0.0026666666666691,0.0178888888890483,22110.05555555504,72.79211111111182,10859.43333333337,299.2,308.4,1434.0,46.8,2.0,299.2,308.4,1509.0,39.4,0.0
2339,L49518,L,299.3,308.3,1651,28.0,6,0,0,0,0,0,0,299.24,308.49,1499.7,42.06,132.4,0.0516397779494559,0.1370320319410147,154.95952876656224,9.583110142328566,111.42331692942716,0.0026666666666691,0.0187777777778832,24012.45555555503,91.83600000000064,12415.155555555568,299.2,308.4,1877.0,23.9,4.0,299.2,308.4,1434.0,46.8,2.0
2340,L49519,L,299.2,308.2,1466,41.3,8,0,0,0,0,0,0,299.23,308.43999999999994,1497.9,42.14,111.9,0.0483045891539923,0.1429840705969764,155.26640188899538,9.571972976699596,113.77995332121456,0.0023333333333359,0.0204444444444811,24107.65555555503,91.62266666666731,12945.877777777763,299.3,308.3,1651.0,28.0,6.0,299.2,308.4,1877.0,23.9,4.0
2341,L49520,L,299.1,308.1,1479,40.7,10,0,0,0,0,0,0,299.21,308.38,1506.8,41.28,91.4,0.0567646212197781,0.1475729574743625,150.8831777678771,9.237700531577742,111.58673756320668,0.0032222222222248,0.02177777777773,22765.7333333328,85.3351111111117,12451.59999999996,299.2,308.2,1466.0,41.3,8.0,299.3,308.3,1651.0,28.0,6.0
2342,L49521,L,299.1,308.2,1409,46.4,12,0,0,0,0,0,0,299.18999999999994,308.34000000000003,1509.3,40.56,70.8,0.0567646212197886,0.134989711541728,148.81535912368244,8.41469613896495,104.40178797958043,0.003222222222226,0.0182222222221189,22146.011111110573,70.80711111111164,10899.733333333264,299.1,308.1,1479.0,40.7,10.0,299.2,308.2,1466.0,41.3,8.0
2343,M17202,M,299.2,308.2,1674,28.2,14,0,0,0,0,0,0,299.19,308.31,1538.9,38.34,50.2,0.0567646212197886,0.1286683937702401,149.2346772331696,8.45855254231547,91.17723887510958,0.003222222222226,0.0165555555554135,22270.98888888831,71.5471111111115,8313.288888888794,299.1,308.2,1409.0,46.4,12.0,299.1,308.1,1479.0,40.7,10.0
2344,L49523,L,299.1,308.3,1305,61.4,17,0,0,0,0,0,0,299.17999999999995,308.29,1524.9,39.96,29.7,0.0632455532034033,0.1100504934607023,164.77961713216126,11.067389534624306,68.47878828107521,0.0040000000000045,0.012111111110944,27152.322222221657,122.48711111111162,4689.344444444323,299.2,308.2,1674.0,28.2,14.0,299.1,308.2,1409.0,46.4,12.0
2345,M17204,M,299.2,308.3,1755,26.4,19,0,0,0,0,0,0,299.18,308.28000000000003,1555.9,38.25,9.2,0.0632455532034033,0.1032795558979995,176.79960407195318,11.759086321271372,6.356099432816641,0.0040000000000045,0.010666666666488,31258.0999999994,138.2761111111115,40.39999999985202,299.1,308.3,1305.0,61.4,17.0,299.2,308.2,1674.0,28.2,14.0
2346,L49525,L,299.2,308.4,1475,38.7,22,0,0,0,0,0,0,299.18,308.28,1552.5,38.18,11.4,0.0632455532034033,0.1032795558979995,178.12370857231488,11.753562107813217,6.619835513219122,0.0040000000000045,0.010666666666488,31728.055555554965,138.14622222222263,43.82222222207707,299.2,308.3,1755.0,26.4,19.0,299.1,308.3,1305.0,61.4,17.0
2347,L49526,L,299.2,308.4,1402,47.7,24,0,0,0,0,0,0,299.17999999999995,308.28,1549.3,38.27,13.6,0.0632455532034033,0.1032795558979995,180.7570806973316,11.830098149306396,6.8019605016880496,0.0040000000000045,0.010666666666488,32673.12222222164,139.95122222222264,46.26666666652434,299.2,308.4,1475.0,38.7,22.0,299.2,308.3,1755.0,26.4,19.0
2348,L49527,L,299.2,308.3,1410,43.0,26,0,0,0,0,0,0,299.18,308.27000000000004,1502.6,40.18,15.8,0.0632455532034033,0.0948683298040447,143.0875411922503,10.744280132031,6.908931417606765,0.0040000000000045,0.008999999999809,20474.044444443927,115.4395555555561,47.73333333319383,299.2,308.4,1402.0,47.7,24.0,299.2,308.4,1475.0,38.7,22.0
2349,L49528,L,299.2,308.4,1436,41.8,28,0,0,0,0,0,0,299.17,308.28000000000003,1481.1,41.56,18.0,0.0483045891540223,0.1032795558979995,134.18763811253902,9.85553426028017,6.944222218656712,0.0023333333333388,0.010666666666488,18006.322222221734,97.1315555555562,48.22222222208555,299.2,308.3,1410.0,43.0,26.0,299.2,308.4,1402.0,47.7,24.0
2350,M17209,M,299.3,308.5,1386,42.2,30,0,0,0,0,0,0,299.18,308.31000000000006,1473.1,41.65,20.2,0.0632455532034033,0.1197218999732101,137.53096621003647,9.857005405068833,6.908931417607175,0.0040000000000045,0.0143333333331953,18914.76666666619,97.1605555555562,47.7333333331995,299.2,308.4,1436.0,41.8,28.0,299.2,308.3,1410.0,43.0,26.0
2351,L49530,L,299.3,308.6,1744,26.4,33,0,0,0,0,0,0,299.2,308.36,1499.6,40.22,22.5,0.0666666666666775,0.1264911064064732,162.12560288588168,10.98309812595904,6.964194138582663,0.0044444444444459,0.0159999999999337,26284.7111111106,120.628444444445,48.49999999986912,299.3,308.5,1386.0,42.2,30.0,299.2,308.4,1436.0,41.8,28.0
2352,L49531,L,299.2,308.4,1393,48.4,35,0,0,0,0,0,0,299.21,308.38,1498.0,40.42,24.8,0.0567646212197525,0.1135292424393332,163.1944988179563,11.125426333903418,6.908931417607604,0.0032222222222219,0.0128888888888489,26632.44444444394,123.77511111111166,47.733333333205415,299.3,308.6,1744.0,26.4,33.0,299.3,308.5,1386.0,42.2,30.0
2353,M17212,M,299.3,308.5,1422,45.4,37,0,0,0,0,0,0,299.22,308.41,1472.8,42.14,27.1,0.0632455532033508,0.0994428926011671,152.07512763250924,10.327224000454148,6.740425308035715,0.0039999999999978,0.0098888888888872,23126.844444443977,106.65155555555616,45.43333333320837,299.2,308.4,1393.0,48.4,35.0,299.3,308.6,1744.0,26.4,33.0
