UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_roll_mean,Process temperature [K]_roll_mean,Rotational speed [rpm]_roll_mean,Torque [Nm]_roll_mean,Tool wear [min]_roll_mean,Air temperature [K]_roll_std,Process temperature [K]_roll_std,Rotational speed [rpm]_roll_std,Torque [Nm]_roll_std,Tool wear [min]_roll_std,Air temperature [K]_roll_var,Process temperature [K]_roll_var,Rotational speed [rpm]_roll_var,Torque [Nm]_roll_var,Tool wear [min]_roll_var
2179,L49358,L,299.6,309.2,1602,37.3,31,0,0,0,0,0,0,299.53000000000003,309.18,1527.2,40.42999999999999,18.9,0.06749485577371765,0.06324555320573946,128.07011968275458,8.180199671564688,7.665941994727297,0.004555555555914947,0.0040000000003000205,16401.955555555083,66.91566666666704,58.766666666523534
2180,L49359,L,299.6,309.2,1601,33.3,33,0,0,0,0,0,0,299.54,309.19,1545.8,38.839999999999996,21.4,0.06992058988065993,0.0567646212223865,123.38539441747166,7.823639391826139,7.791733511290753,0.004888888889259443,0.003222222222521012,15223.955555555045,61.209333333333674,60.71111111097132
2181,H31594,H,299.6,309.2,1597,36.3,35,0,0,0,0,0,0,299.56,309.2,1555.5,38.14,23.9,0.05163977795322028,0.047140452082266145,123.19744766475718,7.6923049572644935,7.738073260033232,0.0026666666670578953,0.0022222222225204307,15177.611111110584,59.1715555555559,59.87777777764134
2182,H31595,H,299.5,309.1,1548,44.3,40,0,0,0,0,0,0,299.56,309.2,1560.1,38.11,26.6,0.05163977795322028,0.047140452082266145,121.82906969283515,7.6648476102848395,8.208396784856648,0.0026666666670578953,0.0022222222225204307,14842.322222221685,58.74988888888922,67.37777777764495
2183,M17042,M,299.5,309.2,1314,61.8,45,0,0,0,0,0,0,299.56,309.2,1509.9,41.989999999999995,29.6,0.05163977795322028,0.047140452082266145,107.21779495753081,8.888875694434669,8.946756084990561,0.0026666666670578953,0.0022222222225204307,11495.655555555119,79.01211111111141,80.04444444431563
2184,M17043,M,299.6,309.3,1577,39.8,48,0,0,0,0,0,0,299.57000000000005,309.21000000000004,1518.1,41.809999999999995,32.7,0.04830458915812179,0.05676462122237593,109.0712814834592,8.915834852166757,9.452219022235983,0.002333333333734937,0.003222222222519812,11896.54444444399,79.49211111111141,89.34444444431978
2185,L49364,L,299.8,309.4,1475,43.4,51,0,0,0,0,0,0,299.59000000000003,309.22999999999996,1508.4,42.81,35.8,0.08755950357950704,0.08232726023664896,108.05369035807877,8.414465058589435,9.897249898604917,0.0076666666670897055,0.006777777778072921,11675.599999999564,70.80322222222252,97.95555555543503
2186,L49365,L,299.8,309.4,1630,32.4,53,0,0,0,0,0,0,299.62,309.25,1512.4,42.459999999999994,38.9,0.1032795559010744,0.09718253158226707,112.0755697435123,8.79787853216143,9.949316001051152,0.010666666667123154,0.009444444444738336,12560.93333333289,77.40266666666697,98.98888888877248
2187,L49366,L,299.7,309.4,1445,42.9,55,0,0,0,0,0,0,299.63,309.26,1518.2,41.919999999999995,41.9,0.10593499054934678,0.10749676997867649,106.2123658839507,8.562164835289437,9.814388530219793,0.011222222222690191,0.011555555555848484,11281.066666666215,73.31066666666699,96.32222222210981
2188,M17047,M,299.8,309.4,1439,47.4,57,0,0,0,0,0,0,299.65,309.28000000000003,1522.8,41.89,44.8,0.1178511301998447,0.11352924244079933,101.05861885284197,8.540160029726238,9.531235200347114,0.013888888889380745,0.012888888889181792,10212.844444443987,72.93433333333365,90.84444444433589
2189,L49368,L,299.7,309.3,1420,44.1,60,0,0,0,0,0,0,299.65999999999997,309.28999999999996,1504.6,42.57,47.7,0.11737877907987426,0.110050493462795,101.59746278546537,8.4037094983902,9.274217547103714,0.013777777778281928,0.012111111111404685,10322.04444444402,70.62233333333364,86.01111111100641
2190,H31603,H,299.7,309.2,1554,41.6,62,0,0,0,0,0,0,299.67,309.29,1499.9,43.4,50.6,0.11595018087506793,0.110050493462795,97.6529569444755,7.7726014521094315,8.68203765124737,0.01344444444496097,0.012111111111404685,9536.099999999586,60.41333333333364,75.37777777767695
2191,M17050,M,299.6,309.1,1471,44.3,67,0,0,0,0,0,0,299.67,309.28000000000003,1487.3,44.2,53.8,0.11595018087506793,0.12292725943175838,91.6782416934335,7.361461207607591,8.175845182263906,0.01344444444496097,0.01511111111140283,8404.899999999609,54.19111111111141,66.84444444434791
2192,L49371,L,299.6,309.0,1648,33.6,70,0,0,0,0,0,0,299.68,309.27,1497.3,43.129999999999995,56.8,0.1032795559014235,0.14181364924224796,103.70047680164483,8.087170910357566,8.052604823555665,0.010666666667195263,0.020111111111403332,10753.788888888477,65.40233333333363,64.84444444435195
2193,L49372,L,299.6,309.0,1472,48.8,72,0,0,0,0,0,0,299.69,309.25,1513.1,41.83,59.5,0.08755950358017163,0.16499158227774618,82.54890806195912,5.326047106229732,8.181958472416955,0.007666666667206088,0.02722222222251429,6814.32222222178,28.366777777778097,66.9444444443556
2194,M17053,M,299.5,308.9,1448,42.9,74,0,0,0,0,0,0,299.67999999999995,309.21,1500.2,42.14,62.1,0.1032795559014235,0.19692073983731048,81.52681903657104,5.2848210313437916,8.252272414305931,0.010666666667195263,0.038777777778073716,6646.622222221802,27.929333333333652,68.09999999991464
2195,M17054,M,299.6,308.9,1568,35.3,77,0,0,0,0,0,0,299.66,309.15999999999997,1509.5,41.33,64.7,0.09660917831054779,0.2065591117984595,83.61053894229953,5.676471908970718,8.459708426806731,0.009333333333839216,0.04266666666696849,6990.722222221786,32.22233333333366,71.56666666658482
2196,L49375,L,299.6,308.9,1613,30.8,80,0,0,0,0,0,0,299.64,309.11,1507.8,41.17,67.4,0.08432740427402033,0.2024845673139259,81.02098493600016,5.9710505310577275,8.617811013626866,0.007111111111594061,0.04100000000030779,6564.399999999565,35.65344444444477,74.2666666665885
2197,M17056,M,299.7,308.9,1551,35.4,82,0,0,0,0,0,0,299.64,309.06,1518.4,40.42,70.1,0.08432740427402033,0.18378731669538229,78.7953749347679,6.196378870849607,8.530338015963508,0.007111111111594061,0.03377777777808875,6208.711111110651,38.39511111111145,72.76666666659223
2198,L49377,L,299.7,309.0,1412,49.2,85,0,0,0,0,0,0,299.63,309.02,1515.7,40.6,72.9,0.06749485577454128,0.13984117975714178,82.20712323826115,6.442911695119797,8.345990387933893,0.004555555556026129,0.019555555555869242,6758.011111110656,41.511111111111454,69.65555555548495
2199,M17058,M,299.7,308.9,1478,41.0,87,0,0,0,0,0,0,299.63,308.98,1521.5,40.290000000000006,75.6,0.06749485577454128,0.10327955590039815,76.55680534377056,6.329375956601121,8.071899129417355,0.004555555556026129,0.010666666666983468,5860.944444443976,40.06100000000035,65.15555555548866
2200,M17059,M,299.8,309.1,1268,58.0,90,0,0,0,0,0,0,299.64,308.96999999999997,1492.9,41.93,78.4,0.08432740427402033,0.08232726023678992,109.43029237322027,8.469428683342374,7.676804890921108,0.007111111111594061,0.006777777778096131,11974.98888888847,71.73122222222254,58.93333333327025
2201,L49380,L,299.8,309.1,1546,35.6,93,0,0,0,0,0,0,299.65999999999997,308.96999999999997,1500.4,41.059999999999995,81.0,0.09660917831054779,0.08232726023678992,110.3290029361657,8.643970281197324,7.78888096369479,0.009333333333839218,0.006777777778096131,12172.488888888458,74.71822222222255,60.66666666660709
2202,L49381,L,299.8,309.0,1567,36.1,95,0,0,0,0,0,0,299.68,308.96999999999997,1492.3,41.31,83.5,0.1032795559014235,0.08232726023678992,100.85528686632382,8.43793681996838,7.877534865394082,0.010666666667195263,0.006777777778096131,10171.788888888472,71.1987777777781,62.05555555549937
2203,M17062,M,299.9,309.2,1548,35.7,97,0,0,0,0,0,0,299.71000000000004,308.98999999999995,1499.9,40.0,86.0,0.11972189997613832,0.11005049346290166,102.01247200437804,8.158158833680298,7.788880963695226,0.014333333333896466,0.012111111111428163,10406.544444444013,66.5555555555559,60.666666666613864
2204,L49383,L,299.8,309.0,1614,30.8,100,0,0,0,0,0,0,299.74,309.0,1516.5,38.790000000000006,88.6,0.09660917831103247,0.10540925534044714,106.0547552498738,8.567308665956778,7.676804890922006,0.009333333333932867,0.011111111111427582,11247.611111110637,73.39877777777811,58.93333333328404
2205,M17064,M,299.7,309.1,1352,46.1,102,0,0,0,0,0,0,299.75,309.02000000000004,1494.9,39.870000000000005,91.1,0.0849836585634867,0.10327955590039606,115.93623726475982,8.757098707778628,7.5490985480945305,0.007222222222835286,0.010666666666983033,13441.211111110686,76.6867777777781,56.98888888884294
2206,L49385,L,299.9,309.2,1624,34.6,105,0,0,0,0,0,0,299.78,309.05,1496.0,40.25,93.6,0.078881063778793,0.10801234497493337,117.22627691776094,8.394740416872162,7.6040924653885975,0.00622222222287401,0.011666666666984014,13741.99999999957,70.47166666666699,57.82222222217964
2207,L49386,L,299.9,309.2,1436,52.0,107,0,0,0,0,0,0,299.8,309.08000000000004,1484.5,41.910000000000004,96.1,0.08164965809692508,0.10327955590041348,116.87148687530266,8.951902342829479,7.475143997123971,0.006666666667344763,0.010666666666986633,13658.944444444043,80.1365555555559,55.877777777738544
2208,L49387,L,299.8,309.2,1591,37.5,109,0,0,0,0,0,0,299.81,309.1,1502.4,40.739999999999995,98.5,0.07378647874194619,0.10540925534048065,118.23347899624332,8.6528351166283,7.367345368431005,0.005444444445135676,0.011111111111434648,13979.155555555111,74.87155555555589,54.277777777741775
2209,H31622,H,299.8,309.2,1435,42.6,111,0,0,0,0,0,0,299.82,309.13,1498.1,40.9,100.9,0.0632455532089402,0.082327260236844,119.98837906693579,8.67294644281863,7.1094616142441955,0.004000000000704885,0.006777777778105035,14397.211111110677,75.22000000000033,50.54444444441169
2210,L49389,L,299.8,309.3,1386,49.4,116,0,0,0,0,0,0,299.82,309.15,1509.9,40.04,103.5,0.0632455532089402,0.09718253158245699,98.77184709104773,7.0665408793836555,7.427426651717096,0.004000000000704885,0.009444444444775251,9755.877777777314,49.93600000000033,55.16666666663743
2211,L49390,L,299.7,309.2,1401,54.1,118,0,0,0,0,0,0,299.81,309.15999999999997,1495.4,41.89,106.0,0.07378647874194619,0.09660917830965268,103.41738517074933,8.118353691892649,7.702813338859218,0.005444444445135677,0.009333333333666266,10695.155555555124,65.90766666666701,59.333333333307486
2212,M17071,M,299.6,309.0,1245,64.0,120,0,0,0,0,0,0,299.79,309.15999999999997,1463.2,44.68,108.5,0.09944289260449944,0.09660917830965268,126.25441686443058,10.385117556709073,7.792446485039199,0.009888888889550008,0.009333333333666266,15940.177777777413,107.85066666666701,60.72222222219976
2213,L49392,L,299.7,309.1,1475,40.0,123,0,0,0,0,0,0,299.77,309.15,1455.9,45.11,111.1,0.09486832980838204,0.09718253158245699,122.87161321205555,10.055783300060623,7.866242926439459,0.009000000000631949,0.009444444444775251,15097.433333332983,101.11877777777812,61.87777777775883
2214,L49393,L,299.7,309.1,1473,39.4,125,0,0,0,0,0,0,299.76,309.15999999999997,1441.8,45.97,113.6,0.0966091783111217,0.0843274042731268,110.14414797588208,9.00926066765626,7.919034733545214,0.009333333333950108,0.007111111111443362,12131.733333333008,81.16677777777812,62.71111111109552
2215,H31628,H,299.7,309.2,1355,44.8,127,0,0,0,0,0,0,299.76,309.16999999999996,1442.1,45.839999999999996,116.1,0.0966091783111217,0.08232726023688773,109.87614239072256,9.016552679501327,7.795297727903304,0.009333333333950108,0.006777777778112236,12072.766666666339,81.29822222222258,60.76666666665442
2216,H31629,H,299.7,309.2,1468,49.6,132,0,0,0,0,0,0,299.74,309.16999999999996,1426.5,47.34,118.8,0.0843274042746368,0.08232726023688773,90.55661212744045,8.144418675114627,8.18942407417384,0.007111111111698033,0.006777777778112236,8200.499999999694,66.3315555555559,67.06666666665804
2217,L49396,L,299.7,309.2,1645,30.8,137,0,0,0,0,0,0,299.71999999999997,309.17,1447.4,45.220000000000006,121.8,0.06324555320778105,0.08232726023688773,114.06060767075495,9.451019933201819,8.854377448471201,0.004000000000558264,0.006777777778112236,13009.822222221883,89.3217777777781,78.39999999999537
2218,L49397,L,299.7,309.1,1347,55.3,139,0,0,0,0,0,0,299.71,309.15999999999997,1423.0,47.0,124.8,0.05676462122454108,0.0843274042731268,105.72185730070585,9.511513490969206,9.114091653404964,0.0032222222227656196,0.007111111111443362,11177.111111110811,90.46888888888921,83.06666666666602
2219,L49398,L,299.7,309.1,1713,33.5,141,0,0,0,0,0,0,299.7,309.15,1450.8,46.089999999999996,127.8,0.04714045208471457,0.08498365856182204,140.1672017429331,10.37533935187987,9.003702941938391,0.00222222222275127,0.0072222222225523484,19646.8444444441,107.64766666666699,81.06666666667005
2220,M17079,M,299.6,309.1,1435,48.4,143,0,0,0,0,0,0,299.68,309.13,1455.7,45.99,130.5,0.04216370214151169,0.06749485577347455,138.49673080778513,10.344665828875838,9.119576013536689,0.0017777777782781172,0.004555555555882132,19181.344444444097,107.01211111111144,83.1666666666737
2221,M17080,M,299.6,309.0,1736,26.1,146,0,0,0,0,0,0,299.67,309.11,1489.2,43.19,133.3,0.048304589158996554,0.07378647873945893,162.2705559654398,11.616793399595656,9.153627089241716,0.0023333333338194477,0.005444444444768625,26331.733333332933,134.94988888888918,83.78888888889976
2222,L49401,L,299.6,309.0,1372,60.4,149,0,0,0,0,0,0,299.66999999999996,309.11,1501.9,42.83,136.2,0.048304589158996554,0.07378647873945893,145.09571553518128,10.936081971569578,9.065195959150174,0.0023333333338194477,0.005444444444768625,21052.766666666244,119.59788888888917,82.17777777779263
2223,L49402,L,299.7,309.0,1605,33.0,151,0,0,0,0,0,0,299.66999999999996,309.1,1514.9,42.13,139.0,0.048304589158996554,0.08164965809475433,148.20814942355602,11.353418476877852,8.856886837058664,0.0023333333338194477,0.006666666666990281,21965.655555555113,128.9001111111114,78.44444444446303
2224,L49403,L,299.6,309.0,1413,48.5,153,0,0,0,0,0,0,299.66,309.09000000000003,1508.9,43.040000000000006,141.8,0.05163977795400757,0.08755950357893574,151.2756497993705,11.474338518818623,8.350648677399597,0.002666666667139206,0.007666666666989662,22884.322222221792,131.66044444444475,69.73333333335566
2225,M17084,M,299.7,309.0,1645,31.9,155,0,0,0,0,0,0,299.65999999999997,309.07000000000005,1537.9,41.75,144.6,0.05163977795400757,0.0823272602368082,146.20643700679443,11.968964496192283,7.4862837539376335,0.002666666667139206,0.006777777778099141,21376.322222221745,143.2561111111114,56.04444444447054
2226,M17085,M,299.7,309.0,1465,49.0,158,0,0,0,0,0,0,299.65999999999997,309.05,1537.6,41.69,147.2,0.05163977795400757,0.07071067812091056,146.36878841550114,11.926669461523815,7.13052904379991,0.002666666667139206,0.005000000000319018,21423.822222221745,142.24544444444476,50.84444444447406
2227,M17086,M,299.6,308.9,1685,27.8,161,0,0,0,0,0,0,299.65,309.02,1541.6,41.39,149.6,0.05270462767382788,0.06324555320588189,150.12824147670685,12.263989744143004,7.351492667783686,0.0027777777782368234,0.004000000000318037,22538.4888888884,150.40544444444478,54.044444444477286
2228,L49407,L,299.5,308.8,1965,20.4,164,0,0,0,0,0,0,299.63,308.99,1603.4,37.9,152.1,0.06749485577425408,0.08755950357888646,184.40667618668706,12.818996320565317,7.593125545886339,0.00455555555598736,0.007666666666981032,34005.82222222166,164.3266666666671,57.65555555559172
2229,H31642,H,299.4,308.6,1542,41.8,166,0,0,0,0,0,0,299.6,308.94,1586.3,38.730000000000004,154.6,0.09428090416027662,0.14298407059791504,181.0113869960166,12.771065386690005,7.647802879842577,0.008888888889279266,0.020444444444749552,32765.122222221682,163.10011111111152,58.488888888928415
2230,L49409,L,299.4,308.7,1681,30.8,171,0,0,0,0,0,0,299.58,308.9,1610.9,36.97,157.4,0.113529242441107,0.14907119850098946,174.7731545620064,12.50022666461161,8.044321668801809,0.012888888889251653,0.022222222222521404,30545.655555554982,156.2556666666671,64.71111111115432
2231,L49410,L,299.5,308.7,1446,45.7,173,0,0,0,0,0,0,299.57,308.87,1581.9,38.93,160.1,0.11595018087434239,0.15670212364817926,175.76591124434518,12.137824260458634,8.319321553537758,0.013444444444792716,0.024555555555849262,30893.655555555022,147.3267777777782,69.2111111111579
2232,L49411,L,299.4,308.6,1415,56.4,175,0,0,0,0,0,0,299.55,308.83,1586.2,38.529999999999994,162.7,0.12692955176566484,0.17029386366009805,170.50760817172912,11.39483801259736,8.525126261694197,0.016111111111432593,0.029000000000284062,29072.844444443905,129.84233333333376,72.67777777782808
2233,L49412,L,299.5,308.6,1672,30.5,177,0,0,0,0,0,0,299.53000000000003,308.78999999999996,1592.9,38.279999999999994,165.3,0.11595018087411352,0.17288403306599626,172.63156013763825,11.555931617812385,8.525126261694405,0.01344444444473964,0.029888888889164484,29801.655555555008,133.53955555555598,72.67777777783162
2234,L49413,L,299.5,308.7,2549,13.0,179,1,0,0,1,0,0,299.52,308.76,1706.5,34.73,167.9,0.11352924244074947,0.15776212755017427,336.8033550901761,13.376849820159887,8.319321553538398,0.01288888888917047,0.024888888889157454,113436.49999999929,178.9401111111116,69.21111111116853
2235,L49414,L,299.4,308.6,1492,40.5,181,0,0,0,0,0,0,299.49,308.71999999999997,1691.2,35.589999999999996,170.5,0.09944289260240483,0.13984117975693533,343.31967610377257,13.450935531280606,7.891627067838344,0.00988888888913342,0.019555555555811503,117868.39999999931,180.9276666666671,62.277777777838814
2236,M17095,M,299.4,308.6,1455,42.7,183,0,0,0,0,0,0,299.46,308.67999999999995,1690.2,34.96,173.0,0.0699205898795055,0.10327955590004648,344.0654976405888,12.888858237511464,7.4386378681448,0.004888888889098008,0.010666666666910825,118381.06666666598,166.12266666666713,55.33333333339782
2237,M17096,M,299.3,308.5,1422,43.1,186,0,0,0,0,0,0,299.42999999999995,308.64,1663.9,36.489999999999995,175.5,0.0674948557723253,0.08432740427256241,354.40355215174856,12.8525354178336,7.153087911296397,0.004555555555726992,0.007111111111348178,125601.87777777715,165.18766666666713,51.16666666673464
2238,L49417,L,299.3,308.6,1403,50.6,189,0,0,0,0,0,0,299.40999999999997,308.62,1607.7,39.510000000000005,178.0,0.07378647873825359,0.06324555320521393,345.80664154022946,12.1823597422211,7.055336829510638,0.0054444444445907484,0.004000000000233546,119582.23333333277,148.40988888888936,49.77777777784921
2239,L49418,L,299.3,308.6,1474,49.6,191,0,0,0,0,0,0,299.4,308.62,1600.9,40.29,180.5,0.08164965809359462,0.06324555320521393,347.9043450911943,12.58821759512532,6.753599863123816,0.006666666666800902,0.004000000000233546,121037.43333333278,158.4632222222227,45.611111111186034
2240,L49419,L,299.2,308.6,1381,50.0,193,0,0,0,0,0,0,299.38,308.61,1570.9,42.21,182.7,0.10327955589940388,0.05676462122180035,353.12523746304623,12.44333377980178,6.896859188554211,0.01066666666677809,0.003222222222454467,124697.43333333281,154.83655555555603,47.56666666674466
2241,L49420,L,299.2,308.5,1457,44.7,195,0,0,0,0,0,0,299.35,308.59000000000003,1572.0,42.11,184.9,0.10801234497382678,0.056764621221768646,352.70982722660517,12.416158826303748,6.967384333056817,0.011666666666744964,0.003222222222450867,124404.22222222168,154.16100000000048,48.54444444452559
2242,L49421,L,299.2,308.4,1711,28.9,197,0,0,0,0,0,0,299.33,308.57000000000005,1601.6,39.36,187.1,0.11595018087309028,0.08232726023622942,350.4835390016349,11.935586379488134,6.9673843330570415,0.013444444444502351,0.006777777778003843,122838.71111111053,142.45822222222267,48.544444444528715
2243,L49422,L,299.2,308.4,1667,29.0,199,0,0,0,0,0,0,299.3,308.55000000000007,1601.1,39.21,189.3,0.10540925533906774,0.09718253158190962,350.3754969870015,12.067997164217267,6.896859188554892,0.011111111111136782,0.00944444444466886,122762.98888888831,145.63655555555601,47.56666666675404
2244,L49423,L,299.2,308.4,1465,35.0,201,0,0,0,0,0,0,299.27,308.52,1492.7,41.410000000000004,191.5,0.08232726023480597,0.09189365834848386,109.22459023091197,8.11780621706248,6.753599863124974,0.006777777777769463,0.008444444444667878,11930.01111111063,65.89877777777826,45.611111111201666
2245,M17104,M,299.3,308.4,1542,37.5,203,1,1,0,0,0,0,299.26,308.5,1497.7,41.11,193.7,0.06992058987787159,0.09428090415938208,110.32784477788393,8.21008187805974,6.532823109335771,0.004888888888869518,0.008888888889110588,12172.233333332848,67.40544444444492,42.67777777787149
2246,M17105,M,299.3,308.4,1438,42.3,0,0,0,0,0,0,0,299.25,308.48,1496.0,41.07,175.4,0.05270462766918844,0.09189365834846082,111.18652995954123,8.202445434814644,61.860416350936234,0.0027777777777477836,0.008444444444663642,12362.44444444396,67.28011111111158,3826.7111111111785
2247,L49426,L,299.3,308.4,1406,47.4,3,0,0,0,0,0,0,299.25,308.47,1494.4,41.5,157.1,0.052704627669188445,0.09486832980620583,112.47735574574587,8.430236585582245,82.12517546066178,0.002777777777747784,0.009000000000219041,12651.15555555507,71.06888888888938,6744.544444444484
2248,M17107,M,299.2,308.4,1396,48.5,5,0,0,0,0,0,0,299.23999999999995,308.44999999999993,1493.7,41.29,138.7,0.05163977794901439,0.0849836585611586,113.12927708304711,8.201415866923387,93.94566987833394,0.002666666666623513,0.007222222222439585,12798.23333333285,67.2632222222227,8825.788888888903
2249,M17108,M,299.3,308.5,1304,60.6,8,0,0,0,0,0,0,299.24,308.43999999999994,1476.7,42.39,120.4,0.05163977794901439,0.06992058987955763,128.18913977227197,9.983814679547896,100.23882592200593,0.002666666666623513,0.004888888889105296,16432.45555555508,99.67655555555605,10047.822222222208
2250,L49429,L,299.2,308.5,1442,46.5,11,0,0,0,0,0,0,299.23999999999995,308.42999999999995,1482.8,42.04,102.2,0.05163977794901439,0.0483045891561944,124.52826542150345,9.74590512300767,102.09777448874934,0.002666666666623513,0.0023333333335487333,15507.288888888412,94.98266666666716,10423.955555555516
2251,M17110,M,299.2,308.4,1396,48.7,13,0,0,0,0,0,0,299.24,308.41999999999996,1476.7,42.44,84.0,0.05163977794901439,0.04216370213813455,127.3935721385571,9.947216249338888,99.91551987109432,0.002666666666623513,0.0017777777779933322,16229.122222221751,98.94711111111161,9983.111111111044
2252,H31665,H,299.1,308.3,1424,43.4,16,0,0,0,0,0,0,299.23,308.40999999999997,1448.0,43.89,65.9,0.06749485577063129,0.05676462122164522,97.58529033050242,8.737460856691879,93.34934386486017,0.00455555555549832,0.0032222222224368544,9522.888888888448,76.34322222222278,8714.099999999908
2253,H31666,H,299.1,308.3,1451,42.8,21,0,0,0,0,0,0,299.21999999999997,308.4,1426.4,45.269999999999996,48.1,0.07888106377421,0.06666666666827115,60.634057169947575,7.051564050305163,81.34897390597769,0.006222222222150986,0.004444444444658376,3676.488888888471,49.72455555555615,6617.655555555438
2254,L49433,L,299.2,308.4,1386,54.1,26,0,0,0,0,0,0,299.22,308.4,1418.5,47.18,30.6,0.07888106377421,0.06666666666827115,60.19090001357379,6.528025054418201,61.106828132740624,0.006222222222150986,0.004444444444658376,3622.944444444037,42.61511111111176,3734.0444444443006
2255,L49434,L,299.1,308.3,1325,46.9,28,0,0,0,0,0,0,299.2,308.39,1396.8,48.12,13.1,0.08164965809216364,0.07378647873870765,48.74833330483848,5.588440450310565,9.59687449119924,0.006666666666567224,0.005444444444657757,2376.399999999625,31.23066666666735,92.09999999983066
2256,L49435,L,299.1,308.3,1559,33.7,30,0,0,0,0,0,0,299.18,308.38,1408.9,47.260000000000005,16.1,0.07888106377384925,0.07888106377601026,70.3443119393589,7.053320730927665,9.734817238474571,0.006222222222094072,0.006222222222434997,4948.322222221832,49.74933333333397,94.76666666650168
2257,L49436,L,299.1,308.3,1489,38.1,32,0,0,0,0,0,0,299.15999999999997,308.37,1417.2,46.33,19.0,0.06992058987689696,0.08232726023614939,74.72438245534676,7.622925947429938,9.718253158067228,0.004888888888733227,0.006777777777990665,5583.733333332933,58.109000000000606,94.44444444428365
2258,L49437,L,299.1,308.3,1892,25.2,34,0,0,0,0,0,0,299.15000000000003,308.36,1466.8,44.0,21.9,0.07071067811745864,0.0843274042724202,166.8790646612743,10.057943240157142,9.397990328898281,0.004999999999830845,0.007111111111324193,27848.622222221773,101.16222222222275,88.32222222206563
2259,L49438,L,299.1,308.2,1319,60.3,36,0,0,0,0,0,0,299.13,308.33000000000004,1468.3,43.97,24.7,0.04830458915194177,0.08232726023615072,165.3132044198379,10.00322725701841,8.957306142651417,0.0023333333331378905,0.006777777777990883,27328.455555555105,100.06455555555607,80.2333333331808
2260,L49439,L,299.1,308.3,1431,52.3,38,0,0,0,0,0,0,299.12,308.31000000000006,1467.2,44.55,27.4,0.042163702133110346,0.05676462122162154,165.54408610531513,10.329058255448315,8.422192905246513,0.0017777777775696542,0.003222222222434167,27404.844444443992,106.68944444444499,70.93333333318469
2261,H31674,H,299.1,308.3,1521,36.5,40,0,0,0,0,0,0,299.11,308.3,1479.7,43.33,30.1,0.031622776598193854,0.04714045208134502,164.28501656166398,10.503443879667936,7.578478299315014,0.0009999999997792768,0.002222222222433586,26989.566666666207,110.32233333333383,57.433333333188585
2262,M17121,M,299.1,308.2,1435,45.2,45,0,0,0,0,0,0,299.11,308.29,1480.8,43.51,33.0,0.031622776598193854,0.056764621221610974,163.90701971273424,10.520186943839631,7.118052168010999,0.0009999999997792768,0.003222222222432967,26865.511111110653,110.67433333333383,50.66666666652608
2263,L49442,L,299.1,308.3,1533,42.4,48,0,0,0,0,0,0,299.11,308.29,1489.0,43.47,35.7,0.031622776598193854,0.056764621221610974,164.3012138996192,10.523946239146461,7.180993431728646,0.0009999999997792768,0.003222222222432967,26994.888888888425,110.75344444444494,51.56666666652995
2264,M17123,M,299.2,308.4,1529,43.0,50,0,0,0,0,0,0,299.11,308.29,1503.3,42.36,38.1,0.03162277660167401,0.056764621221610974,160.5200229808646,9.84143169349756,7.578478299315771,0.000999999999999381,0.003222222222432967,25766.677777777306,96.85377777777823,57.43333333320005
2265,M17124,M,299.2,308.4,1415,43.5,53,0,0,0,0,0,0,299.12,308.3,1512.3,42.019999999999996,40.6,0.042163702135564675,0.06666666666825101,151.6927083869798,9.725202083018944,7.988881162096012,0.0017777777777766212,0.0044444444446556895,23010.677777777295,94.579555555556,63.82222222209253
2266,M17125,M,299.2,308.4,1330,51.2,56,0,0,0,0,0,0,299.13,308.31000000000006,1489.4,43.77,43.2,0.04830458915395399,0.07378647873869758,160.86723304223955,9.635818595220673,8.377217782632357,0.0023333333333322892,0.005444444444656271,25878.266666666204,92.84900000000052,70.1777777776518
2267,L49446,L,299.2,308.5,1381,60.6,59,0,0,0,0,0,0,299.14,308.33000000000004,1478.6,46.019999999999996,45.9,0.05163977794942399,0.09486832980617392,164.4818125710749,10.729585266915054,8.710785141286385,0.002666666666665816,0.009000000000212987,27054.26666666621,115.12400000000058,75.87777777765565
2268,L49447,L,299.2,308.5,1370,52.4,61,0,0,0,0,0,0,299.15,308.35,1426.4,48.74,48.6,0.05270462766946753,0.1080123449744556,79.67601060963237,7.953783166938065,8.79646393601767,0.0027777777777772024,0.011666666666880803,6348.266666666251,63.262666666667315,77.37777777765949
2269,L49448,L,299.2,308.5,1438,46.6,63,0,0,0,0,0,0,299.15999999999997,308.38,1438.3,47.37,51.3,0.05163977794943561,0.1032795558999138,70.17288175166321,6.8438212198222645,8.641630504578597,0.0026666666666670166,0.010666666666883422,4924.233333332908,46.83788888888951,74.67777777766332
2270,L49449,L,299.3,308.6,1314,48.2,65,0,0,0,0,0,0,299.18,308.40999999999997,1426.6,46.96,54.0,0.06324555320338912,0.11972189997471915,80.51666494169339,6.635292842905407,8.23272602347893,0.0040000000000027245,0.014333333333556655,6482.933333332918,44.02711111111172,67.7777777776672
2271,L49450,L,299.3,308.6,1437,48.1,67,0,0,0,0,0,0,299.2,308.44,1418.2,48.12,56.7,0.06666666666671388,0.12649110640765038,73.66410251947411,5.524450701703853,7.528464503314807,0.00444444444445074,0.016000000000231527,5426.399999999592,30.5195555555562,56.67777777767107
